Minute,Requests,Required_CPU,Allocated_CPU,Replicas,Status,Worker_Distribution
810,681,6.81,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
811,634,6.34,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
812,738,7.38,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
813,679,6.79,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
814,745,7.45,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
815,782,7.82,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
816,887,8.87,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
817,840,8.4,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
818,729,7.29,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
819,674,6.74,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
820,752,7.52,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
821,751,7.51,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
822,830,8.3,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
823,940,9.4,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
824,1078,10.78,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
825,958,9.58,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
826,913,9.13,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
827,819,8.19,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
828,720,7.2,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
829,760,7.6,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
830,768,7.68,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
831,664,6.64,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
832,813,8.13,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
833,787,7.87,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
834,870,8.7,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
835,879,8.79,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
836,943,9.43,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
837,926,9.26,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
838,805,8.05,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
839,701,7.01,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
840,741,7.41,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
841,1005,10.05,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
842,898,8.98,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
843,965,9.65,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
844,888,8.88,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
845,1065,10.65,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
846,1074,10.74,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
847,1112,11.12,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
848,853,8.53,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
849,993,9.93,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
850,861,8.61,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
851,912,9.12,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
852,1192,11.92,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
853,1143,11.43,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
854,1264,12.64,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
855,1117,11.17,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
856,1001,10.01,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
857,1046,10.46,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
858,907,9.07,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
859,945,9.45,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
860,1115,11.15,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
861,1117,11.17,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
862,1119,11.19,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
863,1012,10.12,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
864,915,9.15,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
865,945,9.45,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
866,867,8.67,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
867,700,7.0,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
868,683,6.83,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
869,713,7.13,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
870,1022,10.22,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
871,1090,10.9,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
872,907,9.07,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
873,1074,10.74,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
874,1163,11.63,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
875,962,9.62,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
876,1106,11.06,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
877,1433,14.33,15.0,15,Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 5_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global) | 6_c3(global) | 5_c3(global)
878,1081,10.81,12.0,12,Scaled DOWN: global + Scaled DOWN: global + Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
879,959,9.59,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
880,1279,12.79,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
881,1147,11.47,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
882,1395,13.95,14.0,14,Scaled GLOBAL: 6_c3 + Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global) | 6_c3(global)
883,905,9.05,12.0,12,Scaled DOWN: global + Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
884,923,9.23,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
885,966,9.66,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
886,823,8.23,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
887,878,8.78,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
888,977,9.77,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
889,1086,10.86,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
890,896,8.96,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
891,1026,10.26,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
892,922,9.22,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
893,800,8.0,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
894,912,9.12,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
895,958,9.58,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
896,951,9.51,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
897,1104,11.04,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
898,1287,12.87,13.0,13,Scaled GLOBAL: 6_c3,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 6_c3(global)
899,1037,10.37,12.0,12,Scaled DOWN: global,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
900,915,9.15,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
901,944,9.44,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
902,875,8.75,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
903,1113,11.13,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
904,1049,10.49,12.0,12,Stable,4_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 3_c2(vicinity) | 4_c2(vicinity) | 3_c2(vicinity) | 2_c1(local) | 2_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local) | 1_c1(local)
